tweet,original_sentiment
Shocking Videos Out of #London & Other Areas of the #UK Show #Supermarket Shelves Bare of #Food & Essentials as Fear of an Imminent #CoronaVirus #COVID19 #Lockdown Prompts #PanicBuying: https://t.co/Slu3iZD5Kt #Sainsbury #Tesco,Extremely Negative
@dailyecho @BBCWatchdog @BBCNews @dailymail and yet property management companies are STILL charging EXTORTIONATE prices for *SHODDY* service with less than a month to pay it. Contact me for more info! #CoronaCrisis #Covid_19 https://t.co/tShlq7B78U,Negative
"#coronavirus It's official - city Drones are now patrolling the skies of my city - I'm guessing to monitor streets and public spaces. I hope they might also be...



The Bog Roll Patrol!



'cos there's still none in my supermarket! https://t.co/xdxtep9nGE",Positive
"#Covid_19

Sape nak Buat Duit secara Online,Boleh Lah cuba .

#KitaJagaKita



More Click>>>> https://t.co/j7znp8OazU



Free Rm5 To New User Register.!



Free Shopping ????



#Malaysia #Covid19 #COVID19 #coronavirus #CoronavirusOutbreak https://t.co/ACIcCnjlnc",Extremely Positive
"24 Pictures That Prove Americans Have No Idea How To Deal With #Coronavirus



Bird Seed. And then condoms. WTF. 



I hope whoever bought the bird seed didn't buy the condoms. **shivers** https://t.co/aYoEZmPtwg",Negative
"Avoid WIDE-OPEN, EXPOSED supermarket bins of help-yourself rolls, & WIDE OPEN Italian bread! Surefire way for COVID-19 to spread! Who breathed all over it??",Positive
"Many people in the U.S. and around the world are worried about #foodsupply in the midst of the #CoronaCrisis. But U.S. domestic supply is currently steady & plans to keep it that way are underway in light of increased demand.



Interesting read @politico

https://t.co/cJ2gBl8Mhe https://t.co/NY4H7kDTGV",Positive
"UK Critical Care Nurse Cries at Empty SuperMarket Shelves Panic Buying



https://t.co/hw5xbrvWIg



@CoronaVirusUPDT  #Coronavirus #CoronavirusUK #COVID19",Extremely Negative
"Nurse Cries because Hoarders Have cleared UK Supermarket Shelves of Food



https://t.co/hw5xbrvWIg



@CoronaVirusUPDT  #Coronavirus #CoronavirusUK #COVID19",Negative
"Kindly Note: From the Minister of Local government and Rural Development, all major markets and supermarket across the country will be closed down on Monday, March 23, 2020 to aid fumigation due to rise in COVID-19 cases. 



#Nanakesse24 #Onefmghana #Onefmonline #CoronaVirusUpdate",Positive
"Laughlin says the city will only use emergency powers where needed, watching prices on essential supplies #yegcc #yeg #coronavirus @CityofEdmonton",Negative
"@Tesco @AsdaServiceTeam @Morrisons @sainsburys @LidlGB @AldiUK Why am so seeing pictures of full supermarkets in Switzerland and Italy? 



#coronavirus 

#coronavirusuk 

#supermarket 

#panicshopping 

#panicbuying 

#Tesco

#Morrisons

#Sainsb",Neutral
Breaking Union Minister of Consumer Affairs Food amp Public Distribution tweeted that retail prices of 200 ml bottle of hand sanitizer would not be more than Rs 100 while prices of 2 ply mask to be Rs 8 and that of 3 ply mask Rs 10 till June 30 2020,Positive
The Government and the main supermarket groups have sought to reassure the public that shelves will remain stocked and there is no need to bulk buy groceries Gaffney reports More,Positive
"Medical staff - Frontline workers

Emergency responders - Frontline workers

Pharmacy techs - Frontline workers 

Retail staff inc Truckers - ARE Frontline workers 



All deserve respect, retail workers are just trying to keep your food stocked!

#StopHoarding #coronavirus #Respect",Positive
A truly heartbreaking video it upsets me everytime I see it  But such a good response from Twitter hope she has been shown a lot of love and compassion in the real world and finally found some provisions  #DoItForDawn,Extremely Positive
@tezilyas I cancelled my mum's gym membership and stocked up their house with food to stop my dad from going to the supermarket.  Needless to say they were not happy and feel I'm too controlling.  They are too precious and need protecting ??#StaySafeSta,Negative
Is It Safe To Go To The #Grocery Store During The #Coronavirus #Outbreak? https://t.co/S7OMaLZWVQ,Positive
"Well...they officially have shut down every business in PA that is non-life sustaining. So glad I was able to make a grocery store trip once announced by the governor this evening. And I FINALLY found chicken breast ?

#coronavirus #COVID19",Extremely Positive
"#BREAKING: Forget about the ""#Zombie Apocalypse"", it's never gonna happen, worry about ""Dumbass Apocalypse"", it's already upon us! #coronavirus #panicbuying #coronapocalypse #CoronavirusOutbreak #COVID19 #toiletpaper #COVID?19 #panicbuying #COVID2019 #CoronaVirusUpdate #BeSafe https://t.co/GZkjzOgxdO",Negative
Anyone know anything about consumer rights. My wife purchased a package from a travel agents for MUFC v Southampton 25th April. Travel agent says no refund as match is postponed not cancelled. Will have to take the new date whenever it may be... #Coronavirus,Negative
Police sent to Plymouth supermarkets after reports of trouble - Plymouth Live https://t.co/w1EHgBFFdx,Negative
Tearful care nurse left unable to buy food after 48h shift issues heartbreaking appeal https://t.co/a2CHNc3V4p,Positive
"[LIVE] CoronaVirus - Real Time Global Counter & Statistics - Currently 245,849 Infected - 10,047 Deaths, 88,441 recovered.

 #coronacrisis #coronavirus #covid19 #stophoarding https://t.co/xdoxsuQ6ea",Negative
"@LofasJohn Why are EVERYONE, Politicians, Shops, stores and supermarket chain`s KEEP telling US to not to Panic, as there is plenty of food/stock? PUT THEM ON THE SHELVES THEN ! You ALL must STOP telling us and DO SOMETHING ...NOW ! @V2019N #Covid_19 #COV",Negative
"Grocery Store BINGO

#Covid_19 #CoronaCrisis #coronavirus #FridayFeeling #SocialDistanacing #DrFauci #ChineseWuhanVirus #ChinaLiedPeopleDied https://t.co/1BF7UuUUUE",Neutral
"I was going to say bread is an ideal '3-days supply' food as its often prepared in-store and is too perishable to stockpile - but nutcase hoarders have been bulk-buying even fruit, which has a similarly short shelflife #StopHoarding #coronavirus",Positive
"Quite bizarre Wuhan reports 0 new cases and its complete and utter devastation in Italy, shocking figures as numbers rise to catastrophic proportions. Here, we don't go very far now, plenty of food, no panic, but numbers of cases are rising. #Thailand #China #Italy #Covid_19",Extremely Negative
"@BBC_HaveYourSay Instead of trying for a gotcha with the government, why not do some stories on companies that are working flat out to produce stuff for the NHS, or how the modelling of the Covid-19 affect is done. Look at the effort to completely refill ",Neutral
"Sign up for this Bloomberg Intelligence & BIMCO #shipping #webinar. @LogisticsLee and I discuss the current landscape and challenges ahead for our industry as we face two black swan events: #coronavirus and the collapse in oil prices

https://t.co/czJQkFHDO6 @BIMCONews @business https://t.co/uH4ElmAzJr",Positive
"The Sage report prepared for the government says ""Large scale rioting is 'unlikely and rarely seen in these circumstances.' 



We had riots in the 80s for Tory policies



And whoever wrote the report clearly hasn't been in the toilet roll aisle in any supermarket #CoronaCrisis",Positive
"Q: What do you say to Americans who are scared 



TRUMP: ""I say that you're a terrible reporter, that's what I say."" 



Unreal. https://t.co/RJ1aJXJUUh",Extremely Negative
Tamper-Evident Labels Drive Consumer Confidence During #Coronavirus Crisis  https://t.co/qPHN61fWSX @QSRmagazine @BlackBox_Intel,Negative
"#StopHoarding #CoronaCrisis #coronavirus 



This should be renamed the Boris Crisis.



The Chinese showed us how to control this outbreak but Jackass Johnson, with his 2nd class classics degree, thought he knew better. What an arrogant tosser.",Extremely Negative
After the Virus: 10 Trends Radically Accelerated by the Crisis https://t.co/zH6pE5weEH by @trendwatching emerging consumer trends that have been radically accelerated by the crisis #coronavirus https://t.co/yalmNU5pXx,Extremely Negative
"Since we all have cabin fever, gas prices are low and the only thing open is the drive thru, I say we bring back ""dragging Main"". #DraggingMain #coronavirus #AmericanGraffiti #CoronavirusPandemic https://t.co/yJJ2ewKdZ8",Negative
"Heartbreaking moment elderly woman stares at empty shelves in Coles https://t.co/MxoIdeuryh via @MailOnline



Have to keep reminding myself that Australia is the so called lucky country that is starting to look like Venezuela.

#EmptyShelves",Positive
Almost Half of #Coronavirus Patients Have #Digestive Symptoms:  https://t.co/z4LCebt6tj,Neutral
@nextofficial I'm shocked you're 'honouring lower prices instore'- basically an instore sale as normal just not tagging the clothes with their reduced prices?! For goodness sake - people are dying - don't give people an incentive to ignore the gov's,Positive
US Senator @ewarren has asked for information about #leveragedloans as the price of the #debt has fallen more than 17% this month amid volatility caused by the spread of the #coronavirus. Read more: https://t.co/zMTQFDdJ0k by @KristenHaunss via @Reuters https://t.co/ONpcm80XRf,Negative
CVS Health releases COVID-19 resources for Aetna members | Drug Store News #innovation #marketing101 #customerjourney #retail https://t.co/rcvLBL0f82 via @drugstorenews,Neutral
"Thanks Gran..



#StopHoarding #CoronaCrisis #coronavirus #UKlockdown https://t.co/AjqQ818Ed9",Positive
"I am 40 years old next week and i just been to do my weekly food shopping and can say i am disgusted to see the sights of empty shelves in the supermarket.Fucking disgusting behaviour to the people who panic bought

#Sainsburys #Tesco #Asda #Aldi #Morrisons #Lidl  #CoronaVirus",Extremely Negative
"@GavinNewsom @CDCgov A grocery store, Food Source in Sacramento, near Mack Rd & Valley Hi Dr just shut down permanently earlier this month. I'm thinking, how about turning it onto a Covid19 hospital? #COVID2019 #COVID?19 #covid19 #coronavirus #Califor",Neutral
"#Banks Pressure #HealthCare Firms to Raise Prices on Critical #Drugs, #MedicalSupplies for #Coronavirus 



https://t.co/ypiWKRX9uo #Covid19 #Greed #Medicine",Negative
"Breaking:Hindustan Unilever commits Rs 100 cr to the nation in the fight against #Coronavirus; reduce the prices of sanitizers, handwash & floor cleaners by 15%..



#CoronaVirusUpdate #CoronavirusOutbreakindia #CoronavirusOutbreakindia",Negative
Disgusted They now trying to say it was an error but bet they wouldn t have changed prices if hadn t exposed them They may just have ensured that they re the only pharmacy to go out of business in this crisis,Extremely Negative
It's official...the world is ending. I went to a supermarket at 7am... #coronavirus https://t.co/ctld0IyO2o,Neutral
Please broadcast guidelines and confirmed method to make effective sanitizer at home the prices are just sky rocketing If it becomes cheap more usage less chances of getting the virus spread #Suggestions #MaharashtraSainik #coronavirus @CMOMaharashtra @mygovMaha @OfficeofUT,Extremely Positive
"How to Stock an Emergency Food Supply - #linkinbio Full Post: https://t.co/B06LHS9zs8

#stockup #covid19 #selfquarantine #foodshopping #food #coronavirus #stayathome #groceries #socialdistancing https://t.co/VHAhBnQTil",Negative
#Westminster @HouseofCommons #Parliament @BBCBreakfast @GMB #GMB @MattHancock @NHSuk @NHSEngland @gmcuk #NHS #CoronaVirus #Covid_19 #hysteriavirus Empty #supermarket shelves is the fault of the #supermarkets for not limiting purchases much earlier on ?Can't get the basics ???,Negative
WATCH THE FULL VIDEO ON YOU TUBE LOVE YOU ALL AND PLEASE #stayhome #stophoardingtoiletpaper #stophoarding #coronavirusmemes #corona #coronavirus #youaretheproblem #information #solution #stayhome #shamibrahimÃ¢ÂÂ¦ https://t.co/X1gQjmqPaV,Extremely Positive
"@HamillHimself After the day I had, that made me laugh ? Thank you! 



Can I just say to anyone who is going to the supermarket, PLEASE be kind & considerate to the staff, it's not their fault there are long lines, no stock and no delivery slots! ",Extremely Positive
Many common #household #cleaning #products can #kill the #coronavirus if you use them properly - https://t.co/WRLil0SbHF via @AOL - #Consumer #Centers #Disease #Control #Prevention #CNN #FOX #EPA #CDC #school #clean #NJTransit #virus #Trump #California #Washington #disinfectant,Neutral
"At #Sheng, we are bringing a highly proactive yet cost-effective hand sanitizer that not only protects against conventional germs but also kills 99.99% of the viruses and bacterias including the #CoronaVirus. Stay tuned to our official medium channel for more details. 



#Covid19 https://t.co/3MBDb7sYaY",Negative
Italy Declares Martial Law #StopHoarding #workingfromhome #FridayFeeling  #InternationalDayofHappiness #coronavirus #covid19UK,Neutral
